"DateTime","AUD/JPY (open)","AUD/JPY (high)","AUD/JPY (low)","AUD/JPY (close)","Navigator"
"2015-10-22 00:00:00",86.456,87.275,85.998,87.177,86.456
"2015-10-23 00:00:00",87.181,88.107,87.111,87.66,87.181
"2015-10-26 00:00:00",87.612,87.996,87.504,87.681,87.612
"2015-10-27 00:00:00",87.68,87.695,86.485,86.674,87.68
"2015-10-28 00:00:00",86.674,86.709,85.626,85.764,86.674
"2015-10-29 00:00:00",85.765,85.995,85.521,85.806,85.765
"2015-10-30 00:00:00",85.805,86.283,85.433,86.091,85.805
"2015-11-02 00:00:00",85.962,86.534,85.857,86.457,85.962
"2015-11-03 00:00:00",86.457,87.188,85.973,87.044,86.457
"2015-11-04 00:00:00",87.045,87.584,86.615,86.712,87.045
"2015-11-05 00:00:00",86.717,87.314,86.658,86.963,86.717
"2015-11-06 00:00:00",86.965,87.378,86.512,86.85,86.965
"2015-11-09 00:00:00",86.701,87.274,86.63,86.759,86.701
"2015-11-10 00:00:00",86.761,87.096,86.468,86.697,86.761
"2015-11-11 00:00:00",86.695,86.995,86.624,86.766,86.695
"2015-11-12 00:00:00",86.766,87.956,86.754,87.453,86.766
"2015-11-13 00:00:00",87.453,87.684,87.192,87.413,87.453
"2015-11-16 00:00:00",86.928,87.618,86.883,87.434,86.928
"2015-11-17 00:00:00",87.432,88.022,87.251,87.794,87.432
"2015-11-18 00:00:00",87.793,88.008,87.395,87.901,87.793
"2015-11-19 00:00:00",87.906,88.518,87.865,88.37,87.906
"2015-11-20 00:00:00",88.37,89.016,88.296,88.923,88.37
"2015-11-23 00:00:00",88.816,88.856,88.237,88.353,88.816
"2015-11-24 00:00:00",88.353,89.119,88.04,88.868,88.353
"2015-11-25 00:00:00",88.867,89.103,88.804,88.987,88.867
"2015-11-26 00:00:00",88.988,89.089,88.38,88.699,88.988
"2015-11-27 00:00:00",88.516,88.733,88.112,88.351,88.516
"2015-11-30 00:00:00",88.239,89.42,88.05,89.1,88.239
"2015-12-01 00:00:00",89.099,90.11,89.056,90.004,89.099
"2015-12-02 00:00:00",90.005,90.489,89.811,89.988,90.005
"2015-12-03 00:00:00",89.988,90.583,89.703,89.895,89.988
"2015-12-04 00:00:00",89.897,90.728,89.611,90.392,89.897
"2015-12-07 00:00:00",90.407,90.481,89.459,89.459,90.407
"2015-12-08 00:00:00",89.458,89.65,88.269,88.791,89.458
"2015-12-09 00:00:00",88.791,88.993,87.311,88.004,88.791
"2015-12-10 00:00:00",88.019,89.138,87.951,88.495,88.019
"2015-12-11 00:00:00",88.495,88.628,86.8,86.879,88.495
"2015-12-14 00:00:00",86.608,87.86,86.513,87.856,86.608
"2015-12-15 00:00:00",87.856,88.134,87.149,87.605,87.856
"2015-12-16 00:00:00",87.605,88.596,87.446,88.224,87.605
"2015-12-17 00:00:00",88.221,88.3,87.117,87.291,88.221
"2015-12-18 00:00:00",87.291,87.994,86.219,87.068,87.291
"2015-12-21 00:00:00",86.958,87.248,86.65,87.215,86.958
"2015-12-22 00:00:00",87.216,87.728,87.133,87.51,87.216
"2015-12-23 00:00:00",87.507,87.666,87.153,87.47,87.507
"2015-12-24 00:00:00",87.47,87.661,87.357,87.497,87.47
"2015-12-28 00:00:00",87.564,87.617,87.224,87.312,87.564
"2015-12-29 00:00:00",87.313,87.923,87.269,87.85,87.313
"2015-12-30 00:00:00",87.85,87.981,87.613,87.725,87.85
"2015-12-31 00:00:00",87.725,88.213,87.44,87.625,87.725
"2016-01-04 00:00:00",87.646,87.718,85.339,85.825,87.646
"2016-01-05 00:00:00",85.823,86.35,84.892,85.285,85.823
"2016-01-06 00:00:00",85.284,85.407,83.556,83.971,85.284
"2016-01-07 00:00:00",83.972,84.129,81.995,82.413,83.972
"2016-01-08 00:00:00",82.425,83.867,81.794,81.962,82.425
"2016-01-11 00:00:00",81.219,83.023,81.176,82.219,81.219
"2016-01-12 00:00:00",82.218,82.779,81.389,82.296,82.218
"2016-01-13 00:00:00",82.296,83.401,81.382,81.439,82.296
"2016-01-14 00:00:00",81.44,82.804,81.172,82.712,81.44
"2016-01-15 00:00:00",82.711,82.722,79.571,80.242,82.711
"2016-01-18 00:00:00",80.237,81.265,80.138,80.499,80.237
"2016-01-19 00:00:00",80.692,82.161,80.194,81.252,80.692
"2016-01-20 00:00:00",81.251,81.344,79.221,81.341,81.251
"2016-01-21 00:00:00",81.347,82.743,80.092,82.733,81.347
"2016-01-22 00:00:00",82.733,83.531,82.132,83.272,82.733
"2016-01-25 00:00:00",82.991,83.495,82.002,82.037,82.991
"2016-01-26 00:00:00",82.037,83.267,81.482,82.927,82.037
"2016-01-27 00:00:00",82.925,84.22,82.709,83.068,82.925
"2016-01-28 00:00:00",83.056,84.804,83.013,84.233,83.056
"2016-01-29 00:00:00",84.234,86.367,84.066,85.71,84.234
"2016-02-01 00:00:00",85.779,86.219,85.297,85.897,85.779
"2016-02-02 00:00:00",85.899,86.163,84.086,84.204,85.899
"2016-02-03 00:00:00",84.205,84.774,83.2,84.571,84.205
"2016-02-04 00:00:00",84.572,85.06,83.914,84.122,84.572
"2016-02-05 00:00:00",84.121,84.121,84.121,84.121,84.121
